placa,data,km
DWO7U54,2024-07-13,100514.0
DWO7U54,2024-07-17,101613.1
DWO7U54,2024-07-29,105201.6
DWO7U54,2024-08-03,106705.5
DWO7U54,2024-08-04,106984.4
DWO7U54,2024-08-05,107314.4
DWO7U54,2024-08-16,110080.1
DWO7U54,2024-08-18,110341.7
DWO7U54,2024-09-03,115009.0
DWO7U54,2024-09-04,115311.6
DWO7U54,2024-09-21,120357.9
DWO7U54,2024-09-24,121203.9
DWO7U54,2024-09-26,121895.9
DWO7U54,2024-10-03,123625.6
DWO7U54,2024-10-04,123936.8
DWO7U54,2024-10-17,126923.0
DWO7U54,2024-10-24,128784.6
DWO7U54,2024-10-27,129685.4
DWO7U54,2024-11-04,131495.6
DWO7U54,2024-11-14,134464.5
DWO7U54,2024-11-24,137558.0
DWO7U54,2024-12-03,140069.9
DWO7U54,2024-12-05,140718.2
DWO7U54,2024-12-07,141400.2
DWO7U54,2024-12-09,141953.6
DWO7U54,2024-12-10,142207.2
DWO7U54,2024-12-28,147034.9
DWO7U54,2025-01-09,151015.7
DWO7U54,2025-01-13,151752.7
DWO7U54,2025-01-30,155737.1
DWO7U54,2025-02-10,159110.6
DWO7U54,2025-02-18,161401.1
DWO7U54,2025-02-21,162207.3
DWO7U54,2025-03-03,165142.8
DWO7U54,2025-03-10,167260.7
DWO7U54,2025-03-12,167919.6
DWO7U54,2025-03-21,170654.1
DWO7U54,2025-03-22,170851.3
DWO7U54,2025-03-26,172063.5
DWO7U54,2025-04-13,176274.2
DWO7U54,2025-04-16,176939.4
DWO7U54,2025-04-23,178698.4
DWO7U54,2025-04-27,179522.1
DWO7U54,2025-05-13,183020.7
DWO7U54,2025-05-19,184583.0
DWO7U54,2025-05-28,187116.1
DWO7U54,2025-06-14,191485.6
DWO7U54,2025-06-15,191717.6
DWO7U54,2025-06-26,194401.6
DWO7U54,2025-07-22,200798.8
DWO7U54,2025-07-28,202440.1
DWO7U54,2025-07-31,203262.4
DWO7U54,2025-08-04,204126.8
DWO7U54,2025-09-01,211115.1
DWO7U54,2025-09-08,213377.4
DWO7U54,2025-09-10,213724.1
DWO7U54,2025-09-13,214536.1
DWO7U54,2025-09-15,215110.9
DWO7U54,2025-09-16,215344.2
DWO7U54,2025-09-23,217420.8
DWO7U54,2025-10-10,222135.4
DWO7U54,2025-10-13,223098.8
DWO7U54,2025-10-22,225611.2
DWO7U54,2025-10-29,227381.3
DWO7U54,2025-11-02,228236.3
DWO7U54,2025-11-08,229369.7
DWO7U54,2025-11-15,231348.6
DWO7U54,2025-12-04,235922.7
DWO7U54,2025-12-13,238661.8
DWO7U54,2025-12-28,242488.4
DWO7U54,2025-12-30,243212.4
DWO7U54,2025-12-31,243464.7
DWO7U54,2026-01-01,243860.8
DWO7U54,2026-01-03,244391.1
DWO7U54,2026-01-19,248529.1
DWO7U54,2026-01-26,249988.6
DWO7U54,2026-02-05,252546.2
DWO7U54,2026-02-06,252875.8
DWO7U54,2026-02-10,253735.3
DWO7U54,2026-02-13,254549.2
DWO7U54,2026-02-14,254793.6
DWO7U54,2026-02-20,256459.3
DWO7U54,2026-02-28,258553.1
DWO7U54,2026-03-03,259373.8
DWO7U54,2026-03-10,261585.9
DWO7U54,2026-03-13,262595.7
DWO7U54,2026-03-17,263744.5
DWO7U54,2026-04-10,270413.4
DWO7U54,2026-04-26,274079.1
DWO7U54,2026-05-15,278300.9
DWO7U54,2026-05-20,279487.3
EPT4W31,2024-01-04,135485.7
EPT4W31,2024-01-09,136424.1
EPT4W31,2024-01-20,138234.5
EPT4W31,2024-01-21,138438.7
EPT4W31,2024-01-22,138597.9
EPT4W31,2024-01-26,139400.0
EPT4W31,2024-01-29,139918.6
EPT4W31,2024-01-31,140279.9
EPT4W31,2024-02-06,141459.4
EPT4W31,2024-03-06,145881.7
EPT4W31,2024-03-09,146266.0
EPT4W31,2024-03-13,146766.7
EPT4W31,2024-03-15,146761.5
EPT4W31,2024-03-16,146932.2
EPT4W31,2024-03-20,147499.7
EPT4W31,2024-03-22,147657.7
EPT4W31,2024-03-26,148425.7
EPT4W31,2024-04-05,150145.5
EPT4W31,2024-04-13,151289.1
EPT4W31,2024-04-15,151643.5
EPT4W31,2024-04-30,153774.4
EPT4W31,2024-05-01,153996.4
EPT4W31,2024-05-02,153997.7
EPT4W31,2024-05-05,154560.6
EPT4W31,2024-05-17,156654.3
EPT4W31,2024-05-26,157727.0
EPT4W31,2024-05-29,158141.2
EPT4W31,2024-06-06,159335.2
EPT4W31,2024-06-07,159508.2
EPT4W31,2024-06-17,160921.2
EPT4W31,2024-06-19,161261.3
EPT4W31,2024-06-25,162156.5
EPT4W31,2024-07-27,167070.5
EPT4W31,2024-07-28,167207.8
EPT4W31,2024-07-29,167363.0
EPT4W31,2024-08-05,168435.3
EPT4W31,2024-08-08,168813.5
EPT4W31,2024-08-09,168949.5
EPT4W31,2024-08-12,169304.3
EPT4W31,2024-08-23,171049.8
EPT4W31,2024-08-24,171257.3
EPT4W31,2024-08-27,171444.4
EPT4W31,2024-09-12,173831.1
EPT4W31,2024-10-02,176738.4
EPT4W31,2024-10-03,176903.5
EPT4W31,2024-10-09,177839.6
EPT4W31,2024-10-14,178570.2
EPT4W31,2024-10-28,180382.9
EPT4W31,2024-11-01,181109.8
EPT4W31,2024-11-05,181325.7
EPT4W31,2024-11-06,181468.1
EPT4W31,2024-11-07,181608.3
EPT4W31,2024-11-13,182440.9
EPT4W31,2024-12-02,184741.5
EPT4W31,2024-12-03,184741.2
EPT4W31,2024-12-16,186548.2
EPT4W31,2024-12-19,186920.7
EPT4W31,2025-01-05,189038.4
EPT4W31,2025-01-11,189936.0
EPT4W31,2025-01-14,190515.4
EPT4W31,2025-01-23,192103.8
EPT4W31,2025-01-28,192828.4
EPT4W31,2025-02-04,193218.0
EPT4W31,2025-02-05,193205.1
EPT4W31,2025-02-13,194415.3
EPT4W31,2025-02-16,194988.2
EPT4W31,2025-02-17,195217.3
EPT4W31,2025-02-21,195548.6
EPT4W31,2025-02-25,196252.8
EPT4W31,2025-03-11,198644.4
EPT4W31,2025-03-13,198970.7
EPT4W31,2025-03-25,200734.3
EPT4W31,2025-04-06,202428.8
EPT4W31,2025-04-24,204591.0
EPT4W31,2025-05-05,206057.6
EPT4W31,2025-05-14,207719.4
EPT4W31,2025-05-21,208859.7
EPT4W31,2025-06-10,211575.2
EPT4W31,2025-06-13,211949.1
EPT4W31,2025-06-18,212887.2
EPT4W31,2025-06-20,213072.8
EPT4W31,2025-06-22,213424.3
EPT4W31,2025-06-24,213772.7
EPT4W31,2025-07-04,215401.6
EPT4W31,2025-07-09,215902.1
EPT4W31,2025-07-12,216230.2
EPT4W31,2025-07-14,216373.7
EPT4W31,2025-07-21,217354.2
EPT4W31,2025-07-23,217531.1
EPT4W31,2025-07-26,217913.2
EPT4W31,2025-08-02,218831.0
EPT4W31,2025-08-08,219544.9
EPT4W31,2025-08-12,220067.9
EPT4W31,2025-08-15,220592.8
EPT4W31,2025-08-24,222191.5
EPT4W31,2025-09-20,226244.4
EPT4W31,2025-09-28,227783.5
EPT4W31,2025-09-30,227985.0
EPT4W31,2025-10-08,229238.9
EPT4W31,2025-10-31,232233.5
EPT4W31,2025-11-02,232643.2
EPT4W31,2025-11-04,232981.8
EPT4W31,2025-11-08,233649.5
EPT4W31,2025-11-12,234186.7
EPT4W31,2025-11-26,236303.5
EPT4W31,2025-12-23,239948.1
EPT4W31,2026-01-10,243009.2
EPT4W31,2026-01-26,245718.9
EPT4W31,2026-01-29,245863.0
EPT4W31,2026-02-01,246411.9
EPT4W31,2026-02-06,247321.4
EPT4W31,2026-02-10,247495.8
EPT4W31,2026-02-24,249220.7
EPT4W31,2026-02-26,249545.8
EPT4W31,2026-03-06,250913.1
EPT4W31,2026-03-07,250925.8
EPT4W31,2026-03-17,252244.4
EPT4W31,2026-03-28,253891.5
EPT4W31,2026-03-30,254080.8
EPT4W31,2026-04-03,254808.8
EPT4W31,2026-04-12,255951.2
EPT4W31,2026-04-20,256905.1
EPT4W31,2026-04-28,258236.8
EPT4W31,2026-05-18,260481.7
EPT4W31,2026-05-21,260882.1
FNS7F55,2024-01-18,148635.9
FNS7F55,2024-01-25,149899.9
FNS7F55,2024-02-02,152007.4
FNS7F55,2024-02-07,153047.8
FNS7F55,2024-02-26,156940.2
FNS7F55,2024-03-25,162646.5
FNS7F55,2024-03-29,163371.7
FNS7F55,2024-04-03,164315.6
FNS7F55,2024-04-04,164550.8
FNS7F55,2024-04-15,166857.9
FNS7F55,2024-04-23,168867.6
FNS7F55,2024-05-12,173225.8
FNS7F55,2024-05-13,173459.0
FNS7F55,2024-06-06,178583.2
FNS7F55,2024-06-07,178924.7
FNS7F55,2024-06-16,180920.9
FNS7F55,2024-06-29,183837.3
FNS7F55,2024-07-15,186976.2
FNS7F55,2024-07-20,188245.9
FNS7F55,2024-07-21,188243.0
FNS7F55,2024-07-22,188251.9
FNS7F55,2024-07-25,189019.8
FNS7F55,2024-08-02,190881.9
FNS7F55,2024-08-09,192788.6
FNS7F55,2024-08-13,193492.3
FNS7F55,2024-08-20,194904.4
FNS7F55,2024-08-23,195502.4
FNS7F55,2024-08-24,195750.9
FNS7F55,2024-08-25,195957.4
FNS7F55,2024-09-02,197635.3
FNS7F55,2024-09-08,199175.5
FNS7F55,2024-09-10,199726.0
FNS7F55,2024-09-24,202475.8
FNS7F55,2024-10-03,204627.5
FNS7F55,2024-10-08,205700.6
FNS7F55,2024-10-17,207722.3
FNS7F55,2024-11-03,211512.4
FNS7F55,2024-11-07,212554.5
FNS7F55,2024-11-11,213546.4
FNS7F55,2024-11-21,215514.5
FNS7F55,2024-12-04,218363.6
FNS7F55,2024-12-15,220253.2
FNS7F55,2024-12-20,221157.6
FNS7F55,2025-01-12,226431.0
FNS7F55,2025-01-17,227443.8
FNS7F55,2025-01-31,230241.8
FNS7F55,2025-02-02,230397.0
FNS7F55,2025-02-07,231294.0
FNS7F55,2025-02-08,231285.7
FNS7F55,2025-03-20,239154.4
FNS7F55,2025-04-05,242679.7
FNS7F55,2025-04-12,244258.0
FNS7F55,2025-04-15,245007.2
FNS7F55,2025-04-20,246291.9
FNS7F55,2025-04-22,246708.9
FNS7F55,2025-04-26,247270.6
FNS7F55,2025-05-09,250245.7
FNS7F55,2025-05-10,250509.5
FNS7F55,2025-05-13,250937.9
FNS7F55,2025-05-28,253672.2
FNS7F55,2025-05-30,254226.2
FNS7F55,2025-06-09,256388.2
FNS7F55,2025-06-10,256389.5
FNS7F55,2025-06-13,257079.9
FNS7F55,2025-06-14,257234.3
FNS7F55,2025-06-18,257677.2
FNS7F55,2025-06-25,259191.3
FNS7F55,2025-06-26,259453.4
FNS7F55,2025-07-12,262964.8
FNS7F55,2025-07-23,265374.7
FNS7F55,2025-08-12,269804.9
FNS7F55,2025-08-19,271466.2
FNS7F55,2025-09-04,274679.2
FNS7F55,2025-09-08,275707.8
FNS7F55,2025-09-15,277328.8
FNS7F55,2025-09-26,279957.9
FNS7F55,2025-10-09,283017.2
FNS7F55,2025-10-13,283810.2
FNS7F55,2025-10-16,284248.4
FNS7F55,2025-10-27,286309.5
FNS7F55,2025-10-28,286511.9
FNS7F55,2025-11-03,287761.6
FNS7F55,2025-11-05,288265.7
FNS7F55,2025-11-09,289321.9
FNS7F55,2025-11-15,290561.6
FNS7F55,2025-11-21,291454.0
FNS7F55,2025-11-25,292427.8
FNS7F55,2025-11-27,292919.9
FNS7F55,2025-12-20,298445.7
FNS7F55,2025-12-25,299589.3
FNS7F55,2025-12-26,299839.3
FNS7F55,2025-12-27,300015.6
FNS7F55,2026-01-05,302039.2
FNS7F55,2026-01-09,302808.6
FNS7F55,2026-01-12,303290.7
FNS7F55,2026-01-13,303493.0
FNS7F55,2026-01-22,305635.7
FNS7F55,2026-01-23,305861.3
FNS7F55,2026-02-01,307514.5
FNS7F55,2026-02-13,309620.1
FNS7F55,2026-02-19,310498.7
FNS7F55,2026-02-25,311924.9
FNS7F55,2026-02-26,312159.8
FNS7F55,2026-03-03,313306.6
FNS7F55,2026-03-22,317677.0
FNS7F55,2026-04-09,321370.9
FNS7F55,2026-04-12,322019.1
FNS7F55,2026-04-13,322332.6
FNS7F55,2026-04-14,322554.1
FNS7F55,2026-04-18,323247.3
FNS7F55,2026-04-20,323660.2
FNS7F55,2026-05-08,327649.9
FNS7F55,2026-05-11,328303.1
FNS7F55,2026-05-12,328511.6
FNS7F55,2026-05-18,329569.8
GOJ5R43,2024-01-10,155765.3
GOJ5R43,2024-01-17,156154.4
GOJ5R43,2024-01-27,156688.0
GOJ5R43,2024-02-07,157142.5
GOJ5R43,2024-02-11,157330.5
GOJ5R43,2024-02-26,157906.1
GOJ5R43,2024-03-07,158396.7
GOJ5R43,2024-03-24,159261.6
GOJ5R43,2024-04-08,160034.0
GOJ5R43,2024-04-25,160944.6
GOJ5R43,2024-05-04,161430.5
GOJ5R43,2024-05-18,161931.5
GOJ5R43,2024-05-19,161991.3
GOJ5R43,2024-05-28,162469.4
GOJ5R43,2024-06-03,162832.4
GOJ5R43,2024-06-25,163805.2
GOJ5R43,2024-06-30,163989.0
GOJ5R43,2024-07-05,164165.6
GOJ5R43,2024-07-12,164394.2
GOJ5R43,2024-07-20,164863.9
GOJ5R43,2024-07-23,165030.7
GOJ5R43,2024-08-03,165590.5
GOJ5R43,2024-08-05,165707.8
GOJ5R43,2024-08-09,165874.6
GOJ5R43,2024-08-19,166239.6
GOJ5R43,2024-09-01,166943.8
GOJ5R43,2024-09-02,167003.2
GOJ5R43,2024-09-04,167119.7
GOJ5R43,2024-09-11,167404.7
GOJ5R43,2024-09-13,167469.8
GOJ5R43,2024-09-17,167579.1
GOJ5R43,2024-10-01,168292.3
GOJ5R43,2024-10-03,168354.9
GOJ5R43,2024-10-08,168518.5
GOJ5R43,2024-10-14,168816.4
GOJ5R43,2024-10-15,168874.2
GOJ5R43,2024-10-17,168989.9
GOJ5R43,2024-10-21,169227.0
GOJ5R43,2024-10-23,169344.5
GOJ5R43,2024-10-27,169465.7
GOJ5R43,2024-10-28,169524.7
GOJ5R43,2024-10-30,169631.2
GOJ5R43,2024-11-02,169752.1
GOJ5R43,2024-11-07,169989.1
GOJ5R43,2024-11-11,170209.5
GOJ5R43,2024-11-14,170381.5
GOJ5R43,2024-12-16,172078.7
GOJ5R43,2024-12-29,172536.5
GOJ5R43,2024-12-30,172547.5
GOJ5R43,2024-12-31,172600.2
GOJ5R43,2025-01-29,174168.1
GOJ5R43,2025-01-31,174301.2
GOJ5R43,2025-02-11,174866.1
GOJ5R43,2025-02-16,175040.3
GOJ5R43,2025-02-24,175507.1
GOJ5R43,2025-02-26,175616.3
GOJ5R43,2025-03-21,176798.7
GOJ5R43,2025-04-07,177684.7
GOJ5R43,2025-04-15,178084.3
GOJ5R43,2025-04-17,178140.2
GOJ5R43,2025-04-28,178700.0
GOJ5R43,2025-05-31,180151.0
GOJ5R43,2025-06-01,180133.4
GOJ5R43,2025-06-02,180204.5
GOJ5R43,2025-06-05,180392.3
GOJ5R43,2025-06-12,180675.0
GOJ5R43,2025-06-13,180730.6
GOJ5R43,2025-06-24,181348.6
GOJ5R43,2025-07-08,181992.0
GOJ5R43,2025-07-11,182157.5
GOJ5R43,2025-07-19,182555.3
GOJ5R43,2025-07-31,183147.1
GOJ5R43,2025-08-02,183260.1
GOJ5R43,2025-08-08,183502.1
GOJ5R43,2025-08-19,184032.3
GOJ5R43,2025-08-28,184323.5
GOJ5R43,2025-09-04,184677.1
GOJ5R43,2025-10-02,186229.6
GOJ5R43,2025-10-05,186340.3
GOJ5R43,2025-10-07,186444.4
GOJ5R43,2025-10-19,187025.6
GOJ5R43,2025-10-22,187190.8
GOJ5R43,2025-10-26,187420.8
GOJ5R43,2025-10-27,187485.0
GOJ5R43,2025-10-28,187545.0
GOJ5R43,2025-11-17,188455.2
GOJ5R43,2025-11-23,188795.5
GOJ5R43,2025-11-25,188917.6
GOJ5R43,2025-12-02,189219.1
GOJ5R43,2025-12-04,189325.0
GOJ5R43,2025-12-08,189492.2
GOJ5R43,2025-12-14,189727.6
GOJ5R43,2026-01-02,190803.8
GOJ5R43,2026-01-04,190919.9
GOJ5R43,2026-01-20,191749.7
GOJ5R43,2026-01-21,191798.9
GOJ5R43,2026-01-28,192141.5
GOJ5R43,2026-01-30,192276.7
GOJ5R43,2026-01-31,192314.4
GOJ5R43,2026-02-04,192567.1
GOJ5R43,2026-02-08,192749.9
GOJ5R43,2026-02-21,193417.0
GOJ5R43,2026-02-28,193831.3
GOJ5R43,2026-03-17,194770.1
GOJ5R43,2026-03-19,194840.5
GOJ5R43,2026-04-11,196083.3
GOJ5R43,2026-05-09,197479.0
GOJ5R43,2026-05-18,198000.9
GYI1O85,2024-01-07,148924.5
GYI1O85,2024-01-09,149291.1
GYI1O85,2024-01-22,151555.4
GYI1O85,2024-01-28,152603.8
GYI1O85,2024-02-07,154276.1
GYI1O85,2024-02-16,155309.0
GYI1O85,2024-02-25,156732.6
GYI1O85,2024-03-15,159741.9
GYI1O85,2024-03-27,161727.0
GYI1O85,2024-03-30,162282.9
GYI1O85,2024-03-31,162440.0
GYI1O85,2024-04-08,163790.2
GYI1O85,2024-04-15,164788.2
GYI1O85,2024-04-16,164983.4
GYI1O85,2024-04-20,165652.2
GYI1O85,2024-04-21,165848.3
GYI1O85,2024-05-03,167714.6
GYI1O85,2024-05-17,170039.4
GYI1O85,2024-05-19,170390.0
GYI1O85,2024-05-20,170550.1
GYI1O85,2024-05-25,171195.7
GYI1O85,2024-05-28,171532.0
GYI1O85,2024-06-03,172613.5
GYI1O85,2024-06-04,172790.9
GYI1O85,2024-06-11,174000.0
GYI1O85,2024-06-16,174668.7
GYI1O85,2024-06-22,175542.0
GYI1O85,2024-06-29,176388.8
GYI1O85,2024-06-30,176550.4
GYI1O85,2024-07-02,176895.7
GYI1O85,2024-07-18,179768.7
GYI1O85,2024-07-26,180966.9
GYI1O85,2024-08-11,183532.3
GYI1O85,2024-08-26,186261.4
GYI1O85,2024-09-01,187247.8
GYI1O85,2024-09-07,188285.7
GYI1O85,2024-09-18,190235.5
GYI1O85,2024-09-22,190806.1
GYI1O85,2024-10-07,193017.2
GYI1O85,2024-10-11,193724.1
GYI1O85,2024-10-12,193892.1
GYI1O85,2024-10-14,194240.8
GYI1O85,2024-10-16,194578.5
GYI1O85,2024-10-17,194741.5
GYI1O85,2024-11-13,198372.4
GYI1O85,2024-11-20,199577.8
GYI1O85,2024-12-10,202668.1
GYI1O85,2024-12-19,204223.4
GYI1O85,2024-12-21,204597.4
GYI1O85,2024-12-29,205971.9
GYI1O85,2025-01-01,206136.6
GYI1O85,2025-01-09,207360.2
GYI1O85,2025-01-17,208796.7
GYI1O85,2025-01-23,209848.2
GYI1O85,2025-01-24,210033.8
GYI1O85,2025-02-05,212108.2
GYI1O85,2025-02-16,213944.6
GYI1O85,2025-02-19,214300.7
GYI1O85,2025-02-27,215657.2
GYI1O85,2025-03-04,216524.0
GYI1O85,2025-03-13,217951.5
GYI1O85,2025-03-16,218277.7
GYI1O85,2025-03-31,220544.3
GYI1O85,2025-04-18,223272.4
GYI1O85,2025-04-20,223449.7
GYI1O85,2025-04-23,223802.3
GYI1O85,2025-04-26,224149.3
GYI1O85,2025-04-28,224480.8
GYI1O85,2025-05-07,226071.4
GYI1O85,2025-06-01,230401.0
GYI1O85,2025-06-04,230763.9
GYI1O85,2025-06-21,233399.5
GYI1O85,2025-06-25,234120.7
GYI1O85,2025-07-05,235833.8
GYI1O85,2025-07-07,236229.2
GYI1O85,2025-07-11,236932.6
GYI1O85,2025-07-28,239567.8
GYI1O85,2025-07-31,240055.1
GYI1O85,2025-08-01,240199.1
GYI1O85,2025-08-09,241635.5
GYI1O85,2025-08-14,242372.7
GYI1O85,2025-08-15,242533.2
GYI1O85,2025-08-21,243505.9
GYI1O85,2025-08-22,243674.7
GYI1O85,2025-08-27,244548.2
GYI1O85,2025-08-28,244715.2
GYI1O85,2025-09-04,245777.2
GYI1O85,2025-09-14,247488.8
GYI1O85,2025-09-20,248506.9
GYI1O85,2025-09-22,248878.9
GYI1O85,2025-09-23,249059.5
GYI1O85,2025-10-04,250795.4
GYI1O85,2025-10-16,252896.6
GYI1O85,2025-10-17,253096.2
GYI1O85,2025-10-18,253291.5
GYI1O85,2025-10-21,253827.5
GYI1O85,2025-11-05,256320.2
GYI1O85,2025-11-07,256637.4
GYI1O85,2025-11-12,257193.6
GYI1O85,2025-11-13,257358.9
GYI1O85,2025-12-05,260829.4
GYI1O85,2025-12-30,264827.5
GYI1O85,2026-01-02,265319.4
GYI1O85,2026-01-03,265485.6
GYI1O85,2026-02-04,271026.9
GYI1O85,2026-02-07,271355.2
GYI1O85,2026-02-13,272374.3
GYI1O85,2026-02-20,273421.2
GYI1O85,2026-02-26,273970.1
GYI1O85,2026-03-01,274530.9
GYI1O85,2026-03-04,274880.0
GYI1O85,2026-03-22,277467.0
GYI1O85,2026-04-06,279862.1
GYI1O85,2026-04-10,280575.4
GYI1O85,2026-04-15,281463.5
GYI1O85,2026-04-19,282147.5
GYI1O85,2026-04-27,283627.9
GYI1O85,2026-05-10,285773.7
GYI1O85,2026-05-11,285944.6
GYI1O85,2026-05-16,286858.4
GYI1O85,2026-05-22,287915.5
GYI1O85,2026-05-26,288552.6
GYI1O85,2026-05-31,289437.4
KBH6R54,2024-01-04,22012.7
KBH6R54,2024-01-22,23245.3
KBH6R54,2024-01-25,23502.3
KBH6R54,2024-01-31,24095.6
KBH6R54,2024-02-25,25873.4
KBH6R54,2024-03-06,26697.2
KBH6R54,2024-03-10,27067.9
KBH6R54,2024-03-15,27571.0
KBH6R54,2024-03-16,27648.4
KBH6R54,2024-03-19,27922.1
KBH6R54,2024-03-26,28349.6
KBH6R54,2024-04-07,29468.5
KBH6R54,2024-04-10,29756.6
KBH6R54,2024-04-24,30735.7
KBH6R54,2024-05-10,32148.1
KBH6R54,2024-05-12,32366.3
KBH6R54,2024-05-16,32515.9
KBH6R54,2024-05-18,32699.4
KBH6R54,2024-06-15,34641.9
KBH6R54,2024-07-01,35883.5
KBH6R54,2024-07-06,36322.3
KBH6R54,2024-07-16,36906.1
KBH6R54,2024-07-17,37013.7
KBH6R54,2024-07-21,37306.7
KBH6R54,2024-07-27,37891.7
KBH6R54,2024-08-03,38472.3
KBH6R54,2024-08-10,38836.2
KBH6R54,2024-08-22,39352.6
KBH6R54,2024-08-27,39855.8
KBH6R54,2024-09-16,41546.2
KBH6R54,2024-09-17,41593.3
KBH6R54,2024-09-18,41735.9
KBH6R54,2024-10-03,42632.9
KBH6R54,2024-10-24,44238.3
KBH6R54,2024-10-27,44532.2
KBH6R54,2024-10-29,44532.3
KBH6R54,2024-11-10,45134.7
KBH6R54,2024-11-21,45975.8
KBH6R54,2024-11-27,46446.5
KBH6R54,2024-12-13,47670.9
KBH6R54,2024-12-24,48610.4
KBH6R54,2025-01-09,49848.0
KBH6R54,2025-01-15,50430.1
KBH6R54,2025-01-28,51212.0
KBH6R54,2025-02-16,52611.3
KBH6R54,2025-03-03,53932.0
KBH6R54,2025-03-16,54988.6
KBH6R54,2025-03-21,55448.7
KBH6R54,2025-04-03,56465.4
KBH6R54,2025-04-04,56551.2
KBH6R54,2025-04-05,56554.1
KBH6R54,2025-04-11,56862.6
KBH6R54,2025-04-16,57171.9
KBH6R54,2025-04-30,58023.4
KBH6R54,2025-05-04,58425.8
KBH6R54,2025-05-18,59527.9
KBH6R54,2025-06-02,60719.7
KBH6R54,2025-06-09,61190.9
KBH6R54,2025-06-12,61479.9
KBH6R54,2025-06-19,61810.5
KBH6R54,2025-06-26,62087.0
KBH6R54,2025-07-09,62759.2
KBH6R54,2025-07-14,63206.9
KBH6R54,2025-08-12,65423.4
KBH6R54,2025-08-19,65925.6
KBH6R54,2025-08-30,66939.8
KBH6R54,2025-08-31,66947.3
KBH6R54,2025-09-14,68062.2
KBH6R54,2025-09-24,68825.0
KBH6R54,2025-09-26,68904.9
KBH6R54,2025-10-03,69465.7
KBH6R54,2025-10-06,69776.2
KBH6R54,2025-10-13,70271.9
KBH6R54,2025-10-16,70374.0
KBH6R54,2025-10-29,71238.7
KBH6R54,2025-11-04,71490.7
KBH6R54,2025-11-11,72112.4
KBH6R54,2025-11-18,72460.7
KBH6R54,2025-11-21,72652.3
KBH6R54,2025-11-28,73113.1
KBH6R54,2025-12-05,73651.4
KBH6R54,2025-12-14,74328.2
KBH6R54,2025-12-17,74404.5
KBH6R54,2025-12-19,74602.5
KBH6R54,2026-01-14,76433.6
KBH6R54,2026-01-16,76511.5
KBH6R54,2026-01-21,76839.7
KBH6R54,2026-01-22,76841.8
KBH6R54,2026-01-24,76928.4
KBH6R54,2026-02-09,78270.8
KBH6R54,2026-02-25,79375.5
KBH6R54,2026-03-15,80729.8
KBH6R54,2026-03-19,80933.4
KBH6R54,2026-04-03,82033.4
KBH6R54,2026-04-05,82220.8
KBH6R54,2026-04-12,82864.3
KBH6R54,2026-05-04,84613.1
KBH6R54,2026-05-10,84948.7
KBH6R54,2026-05-14,85209.9
KBH6R54,2026-05-18,85486.9
KBH6R54,2026-05-24,86010.0
KMT7D25,2024-01-08,84444.2
KMT7D25,2024-01-11,84643.8
KMT7D25,2024-01-13,85173.0
KMT7D25,2024-01-17,85938.3
KMT7D25,2024-01-19,86490.5
KMT7D25,2024-01-27,88070.6
KMT7D25,2024-02-04,89734.9
KMT7D25,2024-02-07,90301.4
KMT7D25,2024-02-10,91046.6
KMT7D25,2024-02-20,93005.9
KMT7D25,2024-03-02,94843.6
KMT7D25,2024-03-05,95725.7
KMT7D25,2024-03-08,96534.8
KMT7D25,2024-03-19,98767.8
KMT7D25,2024-03-30,101093.1
KMT7D25,2024-04-02,101699.8
KMT7D25,2024-04-13,103886.3
KMT7D25,2024-04-19,105123.6
KMT7D25,2024-04-21,105356.6
KMT7D25,2024-04-29,106481.6
KMT7D25,2024-04-30,106702.1
KMT7D25,2024-05-06,107770.7
KMT7D25,2024-05-22,111309.3
KMT7D25,2024-06-13,115813.4
KMT7D25,2024-06-20,117434.7
KMT7D25,2024-06-29,119929.7
KMT7D25,2024-07-25,124430.0
KMT7D25,2024-08-04,126254.5
KMT7D25,2024-08-06,126769.8
KMT7D25,2024-08-16,128543.6
KMT7D25,2024-08-19,129135.1
KMT7D25,2024-08-29,131093.1
KMT7D25,2024-09-02,131866.9
KMT7D25,2024-09-03,132114.8
KMT7D25,2024-09-05,132671.4
KMT7D25,2024-09-06,133022.3
KMT7D25,2024-09-08,133533.2
KMT7D25,2024-09-11,134282.5
KMT7D25,2024-09-14,134855.8
KMT7D25,2024-10-04,138849.7
KMT7D25,2024-11-05,145118.7
KMT7D25,2024-11-07,145397.3
KMT7D25,2024-11-16,146994.7
KMT7D25,2024-11-23,148172.8
KMT7D25,2024-12-13,151544.6
KMT7D25,2024-12-18,152576.9
KMT7D25,2024-12-19,152870.8
KMT7D25,2024-12-20,153136.2
KMT7D25,2024-12-26,154151.8
KMT7D25,2024-12-29,154822.8
KMT7D25,2025-01-14,158171.8
KMT7D25,2025-01-20,158735.3
KMT7D25,2025-02-07,162469.5
KMT7D25,2025-02-09,162933.6
KMT7D25,2025-03-02,166810.3
KMT7D25,2025-03-14,169953.6
KMT7D25,2025-03-24,171635.1
KMT7D25,2025-03-25,171884.6
KMT7D25,2025-03-26,172111.5
KMT7D25,2025-04-03,173848.4
KMT7D25,2025-04-05,174082.6
KMT7D25,2025-04-06,174403.4
KMT7D25,2025-04-11,175768.6
KMT7D25,2025-04-29,179542.2
KMT7D25,2025-05-12,182284.2
KMT7D25,2025-05-22,184464.7
KMT7D25,2025-05-23,184718.9
