Credit_Score,Idade,Tempo_Credito,Balanco,Qtd_Produtos,Possui_Cartao,Membro_Ativo,Salario_Anual,Genero_encoded,Pais_GERMANY,Pais_SPAIN
589,30.0,2,121402.56,1,0.0,0.0,1011687.0,1,1,0
637,34.0,2,0.0,2,1.0,1.0,1011687.0,0,0,0
732,39.0,7,154902.35,1,1.0,0.0,1011687.0,1,0,1
627,43.0,1,113729.42,1,1.0,0.0,1011687.0,0,1,0
628,33.0,4,0.0,1,1.0,1.0,1011687.0,0,0,0
634,48.0,3,0.0,1,0.0,0.0,14953615.0,1,0,0
651,43.0,1,0.0,1,1.0,0.0,1174311.0,0,0,0
526,37.0,0,0.0,2,0.0,0.0,10018305.0,0,0,0
498,41.0,3,87541.06,1,1.0,1.0,1011687.0,1,1,0
645,28.0,8,117300.02,1,0.0,1.0,1011687.0,1,1,0
699,32.0,6,69712.92,1,1.0,1.0,1011687.0,1,0,0
627,23.0,7,147361.57,1,1.0,1.0,1011687.0,0,1,0
597,35.0,0,0.0,2,1.0,0.0,9682332.0,1,0,0
637,24.0,8,134715.93,1,1.0,1.0,1011687.0,1,0,0
731,35.0,7,0.0,1,1.0,1.0,1011687.0,0,0,1
693,66.0,2,108888.6,1,0.0,1.0,1011687.0,0,0,1
661,50.0,5,0.0,1,1.0,1.0,14093791.0,0,0,0
614,43.0,6,0.0,2,1.0,1.0,10904153.0,0,0,0
645,42.0,4,133658.24,1,1.0,1.0,1737765.0,0,0,0
715,48.0,0,119787.76,1,0.0,1.0,1011687.0,1,0,1
635,31.0,7,108867.0,1,1.0,1.0,1011687.0,1,0,0
438,36.0,9,100054.77,1,0.0,0.0,6442102.0,1,0,0
711,45.0,5,151914.93,1,0.0,1.0,1011687.0,0,1,0
718,35.0,5,136913.57,1,1.0,0.0,1011687.0,1,0,1
535,44.0,1,0.0,2,1.0,0.0,16107482.0,0,0,0
745,35.0,8,105346.03,2,1.0,1.0,1011687.0,0,1,0
696,40.0,2,0.0,1,0.0,0.0,9646325.0,1,0,0
628,31.0,5,0.0,2,1.0,1.0,1011687.0,1,0,0
635,25.0,3,0.0,2,0.0,0.0,1011687.0,0,0,0
692,46.0,2,106344.95,2,1.0,1.0,1011687.0,1,1,0
608,64.0,2,99607.37,1,1.0,1.0,1011687.0,0,1,0
567,42.0,9,98894.39,1,0.0,1.0,1011687.0,0,1,0
745,29.0,8,0.0,2,1.0,1.0,1011687.0,0,0,1
586,39.0,5,0.0,1,0.0,1.0,13698415.0,0,0,0
564,42.0,10,200724.96,1,1.0,0.0,8287264.0,1,0,0
628,36.0,2,0.0,2,1.0,0.0,10393258.0,0,0,0
742,51.0,4,75592.43,1,1.0,1.0,1011687.0,1,1,0
633,29.0,7,0.0,1,1.0,0.0,1011687.0,1,0,0
588,32.0,7,103680.71,1,1.0,1.0,1011687.0,1,0,0
570,35.0,8,0.0,2,0.0,1.0,16140748.0,0,0,0
579,28.0,2,0.0,2,0.0,1.0,1011687.0,0,0,1
682,43.0,4,116520.28,1,1.0,1.0,1011687.0,0,1,0
607,34.0,5,0.0,2,1.0,0.0,1011687.0,0,0,0
616,56.0,2,110827.49,2,1.0,0.0,1011687.0,0,1,0
707,39.0,0,169025.83,4,1.0,1.0,1011687.0,1,1,0
594,33.0,7,0.0,2,0.0,1.0,1011687.0,1,0,1
663,47.0,6,146053.66,1,0.0,0.0,11395053.0,1,0,0
730,49.0,2,0.0,1,1.0,0.0,18648914.0,1,0,0
675,45.0,9,0.0,1,1.0,0.0,8872496.0,0,0,0
692,37.0,9,0.0,2,0.0,0.0,6508938.0,1,0,0
738,26.0,6,0.0,2,1.0,1.0,1011687.0,0,0,0
462,37.0,4,176913.52,1,1.0,0.0,1011687.0,1,0,1
443,35.0,9,108308.0,1,1.0,0.0,12903119.0,1,0,0
553,26.0,3,124542.26,1,0.0,0.0,1011687.0,1,0,0
673,54.0,8,133444.97,1,1.0,0.0,570819.0,0,0,0
654,29.0,5,91718.8,1,1.0,0.0,1011687.0,1,0,0
571,41.0,7,0.0,2,1.0,1.0,6373617.0,0,0,0
754,38.0,8,99812.54,1,1.0,0.0,13690903.0,0,0,0
591,34.0,9,181461.48,2,0.0,1.0,1011687.0,0,1,0
675,57.0,7,0.0,2,0.0,1.0,1011687.0,0,0,1
573,41.0,4,0.0,2,1.0,0.0,12991274.0,0,0,0
763,31.0,9,107104.5,1,1.0,0.0,1011687.0,1,1,0
648,25.0,8,0.0,2,1.0,1.0,1011687.0,1,0,0
704,66.0,4,0.0,2,1.0,1.0,1011687.0,0,0,1
604,37.0,6,84907.33,2,1.0,0.0,1011687.0,1,1,0
593,36.0,7,100727.5,1,1.0,0.0,1011687.0,0,1,0
589,30.0,5,107465.91,2,1.0,1.0,1011687.0,1,0,1
661,42.0,7,0.0,2,0.0,0.0,15587957.0,0,0,0
545,37.0,7,154970.78,1,1.0,1.0,18127081.0,1,0,0
673,68.0,8,111723.08,1,1.0,1.0,5986496.0,0,0,0
612,40.0,5,139542.82,1,1.0,0.0,5437237.0,0,0,0
478,32.0,6,132657.76,1,1.0,0.0,1011687.0,0,0,0
614,29.0,8,0.0,2,1.0,1.0,1011687.0,1,0,1
639,32.0,3,124119.54,1,0.0,0.0,1011687.0,1,0,0
644,32.0,2,0.0,2,1.0,0.0,1011687.0,0,0,0
706,28.0,8,141547.26,1,1.0,1.0,1011687.0,1,0,0
599,28.0,6,101242.98,2,1.0,0.0,1011687.0,0,1,0
793,29.0,5,0.0,2,1.0,1.0,1011687.0,0,0,0
459,50.0,5,109387.33,1,1.0,1.0,15572115.0,1,0,0
648,39.0,2,100212.13,2,1.0,0.0,1011687.0,0,1,0
628,31.0,6,101070.48,1,1.0,0.0,1011687.0,0,0,0
773,29.0,8,0.0,2,1.0,0.0,1011687.0,1,0,0
696,41.0,3,121558.46,2,1.0,1.0,1011687.0,0,1,0
596,40.0,9,118772.71,2,1.0,0.0,1011687.0,0,1,0
587,37.0,5,0.0,2,1.0,0.0,8541254.0,1,0,0
595,22.0,10,0.0,1,1.0,0.0,1011687.0,1,0,1
624,33.0,8,137780.74,1,1.0,1.0,1011687.0,1,1,0
645,28.0,7,0.0,2,1.0,1.0,1011687.0,0,0,1
685,32.0,8,0.0,2,1.0,1.0,1011687.0,1,0,0
743,29.0,7,0.0,2,1.0,1.0,1011687.0,0,0,1
762,37.0,7,0.0,2,1.0,0.0,1011687.0,1,0,1
538,44.0,7,0.0,2,1.0,1.0,14150145.0,0,0,0
481,34.0,2,0.0,2,1.0,1.0,1011687.0,0,0,0
706,39.0,5,129847.96,1,1.0,0.0,1011687.0,1,0,1
530,36.0,8,118613.34,1,1.0,0.0,1011687.0,1,1,0
717,36.0,6,0.0,2,1.0,1.0,18233621.0,1,0,0
626,57.0,8,0.0,1,0.0,0.0,16276096.0,0,0,0
738,26.0,2,0.0,2,1.0,1.0,1011687.0,0,0,0
731,31.0,7,73070.18,1,1.0,0.0,1011687.0,1,0,0
691,48.0,9,0.0,1,1.0,1.0,1098055.0,0,0,0
704,25.0,4,0.0,2,0.0,1.0,1011687.0,1,0,1
526,29.0,5,0.0,2,1.0,0.0,1011687.0,1,0,0
720,31.0,7,101506.66,1,0.0,1.0,1011687.0,1,0,0
636,49.0,6,0.0,2,1.0,1.0,15888709.0,1,0,0
562,34.0,8,133468.78,1,1.0,1.0,1011687.0,0,0,0
648,53.0,4,142658.04,1,1.0,1.0,13667522.0,1,0,0
619,59.0,4,121528.42,2,1.0,1.0,1011687.0,1,1,0
651,48.0,6,0.0,2,1.0,1.0,1011687.0,0,0,1
663,44.0,8,0.0,2,1.0,0.0,5495451.0,0,0,0
669,22.0,5,0.0,2,1.0,1.0,1011687.0,1,0,0
539,24.0,3,0.0,2,0.0,0.0,1011687.0,0,0,0
710,62.0,1,0.0,1,1.0,0.0,17504377.0,1,0,0
808,67.0,10,124577.15,1,1.0,0.0,1011687.0,1,0,1
727,47.0,3,0.0,1,0.0,0.0,9479034.0,0,0,0
645,31.0,9,0.0,2,1.0,0.0,1011687.0,1,0,0
467,42.0,6,0.0,2,1.0,0.0,1011687.0,1,0,1
682,37.0,6,0.0,2,1.0,0.0,1011687.0,1,0,1
522,43.0,9,126436.29,1,0.0,1.0,1011687.0,1,0,1
594,46.0,6,132906.88,1,1.0,1.0,1011687.0,1,1,0
562,39.0,10,0.0,1,0.0,1.0,3282415.0,0,0,0
798,31.0,8,0.0,1,1.0,1.0,1011687.0,1,0,0
698,49.0,1,169377.31,2,1.0,0.0,1011687.0,1,1,0
835,42.0,7,0.0,2,1.0,0.0,14779754.0,1,0,0
699,34.0,2,122267.83,2,1.0,1.0,1011687.0,1,1,0
722,40.0,7,89175.06,2,0.0,1.0,15288395.0,0,0,0
487,45.0,6,130931.83,2,0.0,1.0,1011687.0,0,0,1
826,36.0,1,0.0,1,1.0,1.0,14991228.0,0,0,0
662,39.0,9,0.0,2,1.0,1.0,1011687.0,0,0,1
577,36.0,1,121537.56,1,1.0,1.0,18062228.0,1,0,0
633,57.0,3,0.0,2,0.0,1.0,1011687.0,0,0,1
590,42.0,6,0.0,1,1.0,1.0,1011687.0,0,0,1
535,36.0,3,127900.03,1,0.0,1.0,10495144.0,1,0,0
598,51.0,8,0.0,2,1.0,0.0,1011687.0,0,0,1
469,26.0,8,111927.45,3,0.0,1.0,1011687.0,1,0,0
637,37.0,9,132436.56,1,1.0,1.0,924161.0,1,0,0
656,34.0,7,0.0,2,1.0,0.0,1011687.0,1,0,0
547,50.0,7,0.0,2,0.0,1.0,1011687.0,0,0,1
619,56.0,7,0.0,1,1.0,0.0,4249581.0,1,0,0
758,35.0,9,81829.42,1,1.0,1.0,1011687.0,1,0,0
667,38.0,6,85146.48,2,1.0,0.0,5807652.0,1,0,0
592,37.0,9,135776.36,1,1.0,1.0,1011687.0,1,1,0
613,37.0,9,0.0,3,1.0,0.0,1011687.0,0,0,1
527,34.0,8,0.0,2,1.0,0.0,1011687.0,0,0,0
649,36.0,8,0.0,2,0.0,1.0,10917989.0,0,0,0
676,20.0,8,0.0,2,1.0,0.0,1011687.0,1,0,0
805,50.0,9,130023.38,2,1.0,0.0,1011687.0,1,0,1
603,51.0,8,105229.53,1,1.0,1.0,8741274.0,1,0,0
687,35.0,4,0.0,2,1.0,0.0,13851001.0,1,0,0
665,58.0,8,0.0,1,0.0,0.0,15983058.0,1,0,0
580,37.0,3,116465.53,1,1.0,0.0,1011687.0,0,1,0
627,52.0,6,0.0,2,0.0,1.0,15047515.0,0,0,0
632,35.0,3,0.0,1,1.0,1.0,5090685.0,0,0,0
530,33.0,8,0.0,2,1.0,0.0,1011687.0,1,0,0
831,32.0,8,80262.66,1,1.0,0.0,1011687.0,1,1,0
592,45.0,4,105266.32,1,0.0,1.0,1011687.0,0,0,1
555,55.0,9,0.0,1,1.0,0.0,15933475.0,1,0,0
537,33.0,9,138311.76,1,1.0,1.0,1011687.0,1,0,0
537,36.0,8,0.0,2,0.0,1.0,16157171.0,1,0,0
678,39.0,4,0.0,1,1.0,1.0,17752419.0,1,0,0
732,48.0,2,121270.92,1,1.0,0.0,1011687.0,1,1,0
742,49.0,1,0.0,2,1.0,1.0,8993573.0,1,0,0
705,43.0,9,79954.07,1,0.0,1.0,6796585.0,1,0,0
772,42.0,4,101979.16,1,0.0,1.0,1011687.0,1,1,0
731,43.0,0,0.0,2,1.0,1.0,1011687.0,1,0,1
618,49.0,7,122964.88,1,1.0,1.0,1011687.0,1,1,0
596,36.0,7,0.0,2,1.0,0.0,16703287.0,1,0,0
684,36.0,3,0.0,2,1.0,0.0,1011687.0,1,0,1
669,39.0,1,0.0,1,1.0,0.0,13681202.0,0,0,0
705,48.0,0,0.0,2,1.0,1.0,1011687.0,0,0,1
677,45.0,8,148770.61,2,0.0,1.0,1011687.0,0,1,0
791,46.0,3,0.0,1,1.0,0.0,17443548.0,0,0,0
606,40.0,3,93578.68,2,1.0,1.0,13772056.0,1,0,0
686,37.0,5,0.0,2,1.0,0.0,8741224.0,0,0,0
705,23.0,4,0.0,2,1.0,0.0,1011687.0,0,0,0
602,33.0,5,0.0,2,1.0,1.0,1011687.0,1,0,1
603,38.0,1,0.0,1,1.0,1.0,892367.0,1,0,0
635,33.0,5,116353.3,1,1.0,1.0,1011687.0,0,0,0
678,37.0,6,125831.52,1,1.0,0.0,1011687.0,1,0,1
678,27.0,9,97009.15,1,1.0,0.0,1011687.0,0,0,0
718,28.0,6,0.0,1,0.0,0.0,1011687.0,1,0,1
807,34.0,1,0.0,2,1.0,0.0,1011687.0,0,0,0
683,42.0,8,0.0,2,1.0,1.0,1011687.0,1,0,1
547,35.0,9,0.0,2,1.0,1.0,1011687.0,1,0,1
643,28.0,7,0.0,2,1.0,0.0,1011687.0,0,0,0
584,34.0,5,98899.56,1,1.0,1.0,1011687.0,0,0,0
685,29.0,7,0.0,2,0.0,1.0,1011687.0,0,0,1
726,36.0,4,129335.65,2,1.0,0.0,695843.0,0,0,0
689,40.0,5,0.0,2,1.0,1.0,1011687.0,1,0,1
652,45.0,9,131762.94,1,0.0,0.0,1011687.0,1,1,0
576,37.0,8,0.0,2,0.0,0.0,10557039.0,0,0,0
704,27.0,6,154121.32,1,1.0,0.0,1011687.0,1,0,1
559,43.0,9,66323.61,1,1.0,0.0,8848115.0,1,0,0
717,40.0,0,0.0,2,1.0,1.0,9473864.0,1,0,0
717,38.0,5,0.0,2,1.0,0.0,1011687.0,0,0,1
641,32.0,4,126728.15,2,1.0,1.0,1011687.0,0,0,0
598,40.0,0,0.0,2,0.0,0.0,10376482.0,1,0,0
638,25.0,7,137740.24,2,1.0,0.0,1011687.0,1,1,0
667,45.0,7,127283.98,1,1.0,0.0,1011687.0,1,1,0
714,25.0,5,0.0,2,1.0,1.0,1011687.0,1,0,1
667,29.0,3,0.0,2,1.0,1.0,1011687.0,1,0,0
803,45.0,6,0.0,1,1.0,0.0,13383137.0,1,0,0
581,42.0,8,0.0,1,1.0,0.0,1608162.0,1,0,0
783,29.0,9,0.0,2,1.0,1.0,1011687.0,1,0,1
662,33.0,8,106022.73,1,1.0,0.0,1011687.0,1,0,0
850,47.0,8,0.0,2,1.0,1.0,1011687.0,0,0,1
600,26.0,6,0.0,1,1.0,1.0,1011687.0,0,0,1
636,29.0,4,0.0,2,1.0,1.0,1011687.0,1,0,1
770,39.0,4,123403.85,1,1.0,0.0,1011687.0,1,1,0
654,37.0,5,143595.87,1,0.0,0.0,1011687.0,0,1,0
756,44.0,3,105934.96,2,1.0,0.0,1011687.0,1,1,0
594,26.0,4,0.0,2,1.0,1.0,1011687.0,0,0,0
573,42.0,6,0.0,2,1.0,1.0,12386643.0,1,0,0
682,38.0,1,96693.66,1,0.0,1.0,1727494.0,1,0,0
681,38.0,4,181804.34,2,1.0,1.0,1011687.0,0,1,0
782,39.0,9,149297.19,1,0.0,1.0,1427975.0,1,0,0
438,35.0,8,127289.28,1,0.0,1.0,1011687.0,1,1,0
661,27.0,4,108477.27,1,1.0,0.0,1011687.0,0,1,0
724,42.0,1,0.0,2,1.0,0.0,1011687.0,1,0,1
627,37.0,7,0.0,2,1.0,1.0,16012242.0,1,0,0
657,38.0,7,70258.88,2,1.0,1.0,1011687.0,0,1,0
634,38.0,2,0.0,2,1.0,0.0,10392151.0,1,0,0
685,36.0,4,125905.82,1,0.0,0.0,1011687.0,0,1,0
710,26.0,5,0.0,2,1.0,1.0,1011687.0,1,0,0
769,38.0,5,123936.54,1,1.0,1.0,1011687.0,0,0,1
681,40.0,7,198338.77,2,1.0,1.0,1011687.0,0,0,1
587,39.0,9,0.0,2,0.0,0.0,1011687.0,1,0,1
565,26.0,7,0.0,2,1.0,0.0,1011687.0,0,0,0
717,37.0,6,0.0,2,0.0,0.0,15065935.0,1,0,0
521,40.0,7,0.0,2,1.0,1.0,498654.0,0,0,0
641,46.0,1,109730.22,1,1.0,1.0,1011687.0,1,1,0
696,25.0,8,129834.67,1,1.0,1.0,1011687.0,0,1,0
595,24.0,9,0.0,1,1.0,1.0,1011687.0,1,0,0
707,28.0,9,0.0,2,1.0,1.0,1011687.0,1,0,1
693,38.0,9,0.0,2,1.0,0.0,1011687.0,1,0,1
727,36.0,7,0.0,2,1.0,1.0,10876469.0,1,0,0
691,31.0,5,147813.05,2,1.0,0.0,1011687.0,0,0,0
645,36.0,7,0.0,1,1.0,0.0,1011687.0,1,0,1
791,35.0,9,52436.2,2,1.0,1.0,1011687.0,0,1,0
698,52.0,10,107906.75,1,1.0,0.0,1011687.0,0,1,0
713,33.0,1,141546.68,1,1.0,1.0,1011687.0,1,0,0
632,35.0,2,132932.24,1,1.0,1.0,1011687.0,1,1,0
651,30.0,3,0.0,2,1.0,0.0,1011687.0,0,0,0
579,32.0,7,0.0,1,1.0,1.0,1011687.0,0,0,0
691,29.0,4,165947.99,1,1.0,0.0,1011687.0,0,1,0
717,35.0,7,0.0,2,1.0,1.0,1011687.0,0,0,1
706,34.0,9,0.0,2,1.0,1.0,1011687.0,0,0,0
748,41.0,9,0.0,2,1.0,0.0,1855412.0,0,0,0
558,38.0,4,135310.41,1,1.0,0.0,1011687.0,1,1,0
562,45.0,3,0.0,1,1.0,1.0,17683401.0,1,0,0
652,36.0,5,0.0,1,1.0,1.0,1011687.0,0,0,1
586,56.0,7,0.0,1,1.0,1.0,8442233.0,0,0,0
677,30.0,9,0.0,1,1.0,0.0,1011687.0,0,0,0
545,36.0,5,144581.96,1,1.0,1.0,19819375.0,1,0,0
549,34.0,0,0.0,1,1.0,1.0,1011687.0,0,0,1
710,33.0,7,0.0,1,1.0,1.0,1011687.0,1,0,0
746,45.0,1,118560.0,1,1.0,0.0,1011687.0,0,1,0
678,33.0,8,93838.56,2,1.0,0.0,1011687.0,1,1,0
530,37.0,2,0.0,1,1.0,1.0,28799.0,1,0,0
628,38.0,4,109493.18,2,1.0,1.0,8693373.0,1,0,0
637,51.0,7,102000.17,3,0.0,0.0,1011687.0,1,1,0
598,31.0,3,104631.67,1,1.0,0.0,1011687.0,1,0,1
654,34.0,10,121490.05,1,0.0,1.0,1011687.0,1,0,0
720,33.0,6,97188.62,1,0.0,0.0,1011687.0,1,0,1
627,43.0,1,71284.99,1,1.0,1.0,19947837.0,0,0,0
661,39.0,1,0.0,2,1.0,1.0,1011687.0,0,0,1
732,38.0,7,0.0,1,1.0,1.0,718301.0,0,0,0
573,23.0,9,150725.53,2,1.0,0.0,1011687.0,0,1,0
792,47.0,9,0.0,1,1.0,0.0,1996442.0,1,0,0
682,31.0,5,94263.91,1,1.0,0.0,1011687.0,1,0,0
667,43.0,10,0.0,2,1.0,0.0,1011687.0,1,0,1
757,39.0,9,120107.42,1,0.0,1.0,1011687.0,1,0,1
710,46.0,7,0.0,1,1.0,0.0,1011687.0,0,0,1
645,34.0,7,0.0,1,1.0,0.0,1011687.0,1,0,1
703,38.0,2,0.0,2,1.0,0.0,10186639.0,0,0,0
593,60.0,10,114779.35,1,0.0,0.0,1011687.0,1,0,1
579,23.0,9,86102.27,1,1.0,0.0,1011687.0,1,0,0
628,34.0,8,142929.16,1,0.0,0.0,1011687.0,1,0,1
571,39.0,6,0.0,2,1.0,1.0,17922721.0,1,0,0
731,20.0,1,0.0,1,1.0,1.0,1011687.0,1,0,0
651,38.0,9,99564.22,2,1.0,0.0,1011687.0,0,1,0
590,39.0,3,0.0,1,0.0,1.0,16145051.0,1,0,0
696,34.0,5,145537.6,1,1.0,0.0,1011687.0,1,0,0
678,29.0,0,0.0,2,1.0,0.0,1011687.0,0,0,0
641,33.0,7,121681.51,1,1.0,1.0,1011687.0,0,0,0
536,38.0,8,158584.28,1,1.0,0.0,7664029.0,1,0,0
850,37.0,7,0.0,2,1.0,1.0,13208431.0,1,0,0
679,44.0,1,0.0,1,1.0,0.0,1011687.0,0,0,1
743,36.0,3,169831.46,2,1.0,1.0,2775836.0,1,0,0
775,32.0,3,104356.86,3,1.0,1.0,1011687.0,0,1,0
661,62.0,6,0.0,2,1.0,1.0,1011687.0,1,0,1
710,43.0,2,140080.32,3,1.0,1.0,1011687.0,0,1,0
684,28.0,6,0.0,2,0.0,1.0,1011687.0,1,0,0
736,49.0,7,139959.55,2,1.0,1.0,1011687.0,1,1,0
731,32.0,3,140691.07,1,1.0,1.0,1011687.0,1,0,1
588,38.0,3,153819.58,2,1.0,1.0,7917609.0,1,0,0
769,38.0,9,120130.35,1,1.0,0.0,1011687.0,0,1,0
724,35.0,5,103564.83,1,1.0,0.0,1011687.0,1,1,0
633,33.0,5,0.0,2,1.0,1.0,1011687.0,1,0,1
575,28.0,1,0.0,2,1.0,0.0,1011687.0,0,0,0
565,44.0,5,129502.49,2,1.0,1.0,1011687.0,1,1,0
663,34.0,7,0.0,2,1.0,0.0,1011687.0,0,0,0
716,27.0,10,142954.64,1,1.0,1.0,1011687.0,0,1,0
693,35.0,3,0.0,2,0.0,1.0,14236772.0,0,0,0
703,32.0,4,0.0,2,1.0,1.0,1011687.0,1,0,0
607,37.0,5,0.0,2,1.0,1.0,13361743.0,1,0,0
635,46.0,8,0.0,2,1.0,1.0,1927008.0,1,0,0
694,26.0,6,121798.49,1,0.0,0.0,1011687.0,0,0,0
663,37.0,5,0.0,2,0.0,1.0,14851679.0,0,0,0
639,51.0,2,0.0,2,1.0,1.0,12524418.0,1,0,0
753,54.0,7,82547.11,1,1.0,1.0,2734518.0,1,0,0
590,28.0,6,104590.54,2,1.0,1.0,1011687.0,1,0,0
711,41.0,2,132796.04,2,1.0,1.0,1011687.0,0,1,0
613,40.0,4,160620.38,1,1.0,1.0,1011687.0,0,1,0
709,26.0,9,0.0,2,1.0,0.0,1011687.0,1,0,0
710,38.0,9,120530.34,1,1.0,1.0,1011687.0,0,1,0
721,38.0,8,0.0,2,1.0,1.0,18335821.0,0,0,0
616,37.0,4,102540.61,1,1.0,1.0,1011687.0,0,1,0
708,37.0,4,0.0,2,1.0,1.0,15803687.0,1,0,0
519,27.0,9,0.0,2,0.0,1.0,1011687.0,1,0,1
850,43.0,7,95984.21,4,0.0,1.0,1011687.0,0,1,0
634,42.0,5,134770.14,1,1.0,0.0,1011687.0,0,1,0
636,38.0,5,0.0,2,0.0,1.0,10338147.0,0,0,0
678,29.0,8,0.0,2,1.0,0.0,1011687.0,0,0,1
625,31.0,4,122029.94,1,1.0,0.0,1011687.0,0,1,0
584,29.0,5,0.0,2,1.0,0.0,1011687.0,0,0,0
706,30.0,6,98415.37,2,1.0,1.0,1011687.0,1,0,0
743,38.0,3,131063.76,1,1.0,1.0,10063776.0,1,0,0
582,42.0,7,0.0,2,0.0,1.0,11941919.0,1,0,0
655,35.0,10,0.0,2,1.0,0.0,7159426.0,0,0,0
757,54.0,6,154776.45,1,1.0,0.0,1011687.0,0,0,1
679,36.0,3,0.0,2,1.0,0.0,7796544.0,1,0,0
748,31.0,8,0.0,2,1.0,1.0,1011687.0,1,0,0
658,38.0,4,131406.56,3,1.0,1.0,1011687.0,1,1,0
623,35.0,1,0.0,2,0.0,1.0,1011687.0,0,0,1
731,35.0,3,0.0,2,1.0,1.0,8014985.0,1,0,0
445,61.0,2,137655.31,1,0.0,0.0,1011687.0,0,1,0
718,45.0,3,105266.32,1,1.0,1.0,1011687.0,1,0,1
590,31.0,2,0.0,2,1.0,1.0,1011687.0,1,0,0
714,22.0,7,0.0,2,1.0,1.0,1011687.0,1,0,0
652,33.0,6,0.0,2,0.0,1.0,1011687.0,0,0,1
637,47.0,3,0.0,2,0.0,1.0,1011687.0,0,0,1
687,46.0,7,123962.3,1,1.0,0.0,1011687.0,0,1,0
535,32.0,6,133686.46,2,1.0,1.0,1011687.0,0,0,0
592,40.0,6,0.0,2,1.0,0.0,10083495.0,0,0,0
700,41.0,4,0.0,2,1.0,0.0,13607964.0,1,0,0
788,33.0,3,0.0,2,0.0,0.0,1011687.0,0,0,0
718,51.0,6,0.0,2,1.0,1.0,5796281.0,1,0,0
530,33.0,4,129307.32,1,1.0,1.0,1011687.0,0,0,0
717,42.0,1,110864.38,1,1.0,1.0,1245329.0,1,0,0
663,31.0,8,0.0,2,1.0,0.0,1011687.0,1,0,0
666,42.0,6,0.0,2,1.0,0.0,1011687.0,1,0,1
613,36.0,8,0.0,1,1.0,0.0,1011687.0,0,0,1
629,58.0,1,190298.89,2,1.0,1.0,1011687.0,1,1,0
743,36.0,1,0.0,1,1.0,0.0,1011687.0,1,0,1
591,22.0,7,125265.61,1,1.0,1.0,1011687.0,1,1,0
558,49.0,4,97041.16,1,1.0,1.0,1011687.0,0,1,0
694,38.0,7,121527.4,1,1.0,0.0,1011687.0,1,1,0
664,34.0,5,0.0,1,1.0,1.0,1011687.0,1,0,0
678,39.0,8,153870.46,2,1.0,1.0,1011687.0,1,1,0
628,29.0,9,71996.29,2,1.0,0.0,1011687.0,0,0,0
745,54.0,1,0.0,2,1.0,0.0,17391229.0,0,0,0
605,41.0,4,0.0,1,1.0,0.0,1011687.0,0,0,1
616,31.0,1,0.0,2,1.0,0.0,1011687.0,0,0,0
661,36.0,10,0.0,1,1.0,1.0,13634955.0,1,0,0
561,51.0,4,0.0,2,1.0,0.0,1011687.0,1,0,1
628,59.0,5,137104.47,1,1.0,1.0,12716649.0,1,0,0
699,37.0,1,0.0,2,0.0,0.0,5235636.0,0,0,0
621,38.0,9,0.0,1,1.0,1.0,7992738.0,0,0,0
660,61.0,4,157851.89,2,1.0,1.0,18791021.0,0,0,0
616,62.0,7,95984.21,1,1.0,0.0,1011687.0,0,1,0
809,38.0,2,0.0,2,1.0,1.0,17480031.0,0,0,0
807,44.0,1,0.0,1,1.0,1.0,11444813.0,0,0,0
649,23.0,4,0.0,2,1.0,1.0,1011687.0,1,0,0
588,39.0,8,137774.75,2,1.0,1.0,1011687.0,1,1,0
754,45.0,5,112281.7,1,1.0,0.0,1011687.0,0,1,0
726,43.0,7,122029.15,1,1.0,0.0,1011687.0,0,1,0
584,58.0,1,126431.54,1,0.0,0.0,1011687.0,0,1,0
697,52.0,1,0.0,2,1.0,0.0,1011687.0,1,0,1
629,27.0,2,0.0,2,1.0,1.0,1011687.0,0,0,0
744,40.0,3,0.0,2,1.0,1.0,14852756.0,0,0,0
554,29.0,3,157098.52,1,0.0,1.0,1011687.0,0,0,0
437,39.0,2,102721.49,1,0.0,0.0,2219182.0,0,0,0
753,28.0,2,106913.41,1,1.0,1.0,1011687.0,1,0,0
645,32.0,2,138162.81,1,1.0,1.0,1011687.0,0,0,0
707,42.0,2,0.0,2,1.0,1.0,6237067.0,0,0,0
773,30.0,2,0.0,2,1.0,0.0,1011687.0,1,0,0
609,28.0,0,121172.97,1,1.0,1.0,1011687.0,1,0,0
754,39.0,7,0.0,1,1.0,0.0,1011687.0,0,0,1
702,60.0,1,172231.53,1,1.0,1.0,5755356.0,1,0,0
807,41.0,0,67816.07,1,0.0,1.0,6383051.0,1,0,0
678,40.0,1,167949.58,1,1.0,1.0,1011687.0,0,1,0
622,39.0,2,0.0,2,1.0,1.0,1011687.0,1,0,1
712,28.0,3,0.0,1,1.0,1.0,1011687.0,0,0,0
705,35.0,1,0.0,2,0.0,1.0,5656257.0,1,0,0
746,62.0,1,127997.72,1,0.0,1.0,1011687.0,0,0,1
696,39.0,2,0.0,2,1.0,0.0,1011687.0,1,0,1
705,37.0,5,160132.64,2,0.0,1.0,5966818.0,0,0,0
546,55.0,9,0.0,1,1.0,0.0,17647178.0,0,0,0
665,32.0,2,0.0,2,1.0,1.0,1011687.0,1,0,1
683,40.0,8,167878.26,2,0.0,1.0,15752878.0,1,0,0
606,49.0,0,124978.19,2,1.0,0.0,1011687.0,1,1,0
712,37.0,7,121465.13,2,1.0,0.0,12409531.0,0,0,0
619,48.0,9,0.0,2,1.0,1.0,13381428.0,0,0,0
